"Feature","Missing_Rate","Domain"
"ST54TA",0.280073042684319,"Neuroimaging"
"ST54TS",0.280073042684319,"Neuroimaging"
"ST55CV",0.292855512440082,"Neuroimaging"
"ST55SA",0.292855512440082,"Neuroimaging"
"ST55TA",0.292855512440082,"Neuroimaging"
"ST55TS",0.292855512440082,"Neuroimaging"
"ST56CV",0.292855512440082,"Neuroimaging"
"ST56SA",0.292855512440082,"Neuroimaging"
"ST56TA",0.292855512440082,"Neuroimaging"
"ST56TS",0.292855512440082,"Neuroimaging"
"ST57CV",0.303811915087879,"Neuroimaging"
"ST57SA",0.303811915087879,"Neuroimaging"
"ST57TA",0.303811915087879,"Neuroimaging"
"ST57TS",0.303811915087879,"Neuroimaging"
"ST58CV",0.302898881533896,"Neuroimaging"
"ST58SA",0.302898881533896,"Neuroimaging"
"ST58TA",0.302898881533896,"Neuroimaging"
"ST58TS",0.302898881533896,"Neuroimaging"
"ST59CV",0.303811915087879,"Neuroimaging"
"ST59SA",0.303811915087879,"Neuroimaging"
"ST59TA",0.303811915087879,"Neuroimaging"
"ST59TS",0.303811915087879,"Neuroimaging"
"ST5SV",0.280073042684319,"Neuroimaging"
"ST60CV",0.302898881533896,"Neuroimaging"
"ST60SA",0.302898881533896,"Neuroimaging"
"ST60TA",0.302898881533896,"Neuroimaging"
"ST60TS",0.302898881533896,"Neuroimaging"
"ST61SV",0.280073042684319,"Neuroimaging"
"ST62CV",0.280073042684319,"Neuroimaging"
"ST62SA",0.280073042684319,"Neuroimaging"
"ST62TA",0.280073042684319,"Neuroimaging"
"ST62TS",0.280073042684319,"Neuroimaging"
"ST65SV",0.280073042684319,"Neuroimaging"
"ST66SV",0.296279388267519,"Neuroimaging"
"ST68SV",0.943163661264551,"Neuroimaging"
"ST69SV",0.280073042684319,"Neuroimaging"
"ST6SV",0.280073042684319,"Neuroimaging"
"ST70SV",0.280073042684319,"Neuroimaging"
"ST71SV",0.294225062771057,"Neuroimaging"
"ST72CV",0.280073042684319,"Neuroimaging"
"ST72SA",0.280073042684319,"Neuroimaging"
"ST72TA",0.280073042684319,"Neuroimaging"
"ST72TS",0.280073042684319,"Neuroimaging"
"ST73CV",0.280073042684319,"Neuroimaging"
"ST73SA",0.280073042684319,"Neuroimaging"
"ST73TA",0.280073042684319,"Neuroimaging"
"ST73TS",0.280073042684319,"Neuroimaging"
"ST74CV",0.292855512440082,"Neuroimaging"
"ST74SA",0.292855512440082,"Neuroimaging"
"ST74TA",0.292855512440082,"Neuroimaging"
"ST74TS",0.292855512440082,"Neuroimaging"
"ST75SV",0.280073042684319,"Neuroimaging"
"ST76SV",0.280073042684319,"Neuroimaging"
"ST77SV",0.280073042684319,"Neuroimaging"
"ST7SV",0.280073042684319,"Neuroimaging"
"ST80SV",0.280757817849806,"Neuroimaging"
"ST82CV",0.324126911664004,"Neuroimaging"
"ST82SA",0.324126911664004,"Neuroimaging"
"ST82TA",0.324126911664004,"Neuroimaging"
"ST82TS",0.324126911664004,"Neuroimaging"
"ST83CV",0.294225062771057,"Neuroimaging"
"ST83SA",0.294225062771057,"Neuroimaging"
"ST83TA",0.294225062771057,"Neuroimaging"
"ST83TS",0.294225062771057,"Neuroimaging"
"ST84CV",0.292855512440082,"Neuroimaging"
"ST84SA",0.292855512440082,"Neuroimaging"
"ST84TA",0.292855512440082,"Neuroimaging"
"ST84TS",0.292855512440082,"Neuroimaging"
"ST85CV",0.314311800958685,"Neuroimaging"
"ST85SA",0.314311800958685,"Neuroimaging"
"ST85TA",0.314311800958685,"Neuroimaging"
"ST85TS",0.314311800958685,"Neuroimaging"
"ST87sa",0.281899109792285,"Neuroimaging"
"ST88SV",0.293312029217074,"Neuroimaging"
"ST89SV",0.280757817849806,"Neuroimaging"
"ST8SV",0.993152248345127,"Neuroimaging"
"ST90CV",0.303811915087879,"Neuroimaging"
"ST90SA",0.303811915087879,"Neuroimaging"
"ST90TA",0.303811915087879,"Neuroimaging"
"ST90TS",0.303811915087879,"Neuroimaging"
"ST91CV",0.302898881533896,"Neuroimaging"
"ST91SA",0.302898881533896,"Neuroimaging"
"ST91TA",0.302898881533896,"Neuroimaging"
"ST91TS",0.302898881533896,"Neuroimaging"
"ST93CV",0.280073042684319,"Neuroimaging"
"ST93SA",0.280073042684319,"Neuroimaging"
"ST93TA",0.280073042684319,"Neuroimaging"
"ST93TS",0.280073042684319,"Neuroimaging"
"ST94CV",0.324126911664004,"Neuroimaging"
"ST94SA",0.324126911664004,"Neuroimaging"
"ST94TA",0.324126911664004,"Neuroimaging"
"ST94TS",0.324126911664004,"Neuroimaging"
"ST95CV",0.280073042684319,"Neuroimaging"
"ST95SA",0.280073042684319,"Neuroimaging"
"ST95TA",0.280073042684319,"Neuroimaging"
"ST95TS",0.280073042684319,"Neuroimaging"
"ST96SV",0.280757817849806,"Neuroimaging"
"ST97CV",0.324126911664004,"Neuroimaging"
"ST97SA",0.324126911664004,"Neuroimaging"
"ST97TA",0.324126911664004,"Neuroimaging"
"ST97TS",0.324126911664004,"Neuroimaging"
"ST98CV",0.292855512440082,"Neuroimaging"
"ST98SA",0.292855512440082,"Neuroimaging"
"ST98TA",0.292855512440082,"Neuroimaging"
"ST98TS",0.292855512440082,"Neuroimaging"
"ST99CV",0.302898881533896,"Neuroimaging"
"ST99SA",0.302898881533896,"Neuroimaging"
"ST99TA",0.302898881533896,"Neuroimaging"
"ST99TS",0.302898881533896,"Neuroimaging"
"ST9SV",0.280757817849806,"Neuroimaging"
"ST147SV",0.280073042684319,"Neuroimaging"
"ST148SV",0.280073042684319,"Neuroimaging"
"ST149SV",0.280073042684319,"Neuroimaging"
"ST150SV",0.281899109792285,"Neuroimaging"
"ST151SV",0.281899109792285,"Neuroimaging"
"ST152SV",0.281899109792285,"Neuroimaging"
"ST153SV",0.280073042684319,"Neuroimaging"
"ST154SV",0.280073042684319,"Neuroimaging"
"ST155SV",0.280073042684319,"Neuroimaging"
"update_stamp.mri",0.278246975576352,"Other Metadata"
"ORIGPROT.biomk",0.717416115042228,"Other Metadata"
"VISCODE.biomk",0.717416115042228,"Other Metadata"
"BATCH",0.717416115042228,"Fluid Biomarkers"
"KIT",0.717416115042228,"Fluid Biomarkers"
"STDS",0.717416115042228,"Fluid Biomarkers"
"DRAWDTE",0.717416115042228,"Fluid Biomarkers"
"RUNDATE.biomk",0.717416115042228,"Other Metadata"
"ABETA",0.717872631819219,"Fluid Biomarkers"
"TAU",0.725861675416572,"Fluid Biomarkers"
"PTAU",0.718100890207715,"Fluid Biomarkers"
"ABETA_RAW",0.717872631819219,"Fluid Biomarkers"
"TAU_RAW",0.725861675416572,"Fluid Biomarkers"
"PTAU_RAW",0.718100890207715,"Fluid Biomarkers"
"update_stamp.biomk",0.717416115042228,"Other Metadata"
